0	226.97
0.05	225.76
0.1	224.552
0.15	220.018
0.2	203.8
0.25	178.9244
0.3	167.7062
0.35	175.6598
0.4	180.1238
0.45	181.998
0.5	182.2834
0.55	181.8284
0.6	183.156
0.65	184.3438
0.7	185.0986
0.75	185.3666
0.8	186.2584
0.85	187.2676
0.9	188.0156
0.95	188.6102
1	189.0252
1.05	189.2562
1.1	189.251
1.15	189.253
1.2	189.2586
1.25	189.2664
1.3	189.2612
1.35	189.1378
1.4	188.9256
1.45	188.6716
1.5	188.4566
1.55	188.154
1.6	187.7236
1.65	187.2246
1.7	186.721
1.75	186.1748
1.8	185.5202
1.85	184.6668
1.9	183.6028
1.95	182.274
2	180.2864
2.05	176.9384
2.1	168.4128
2.15	150.1532
2.2	91.6586
2.25	69.6652
2.3	86.0538
2.35	131.5258
2.4	155.5282
2.45	167.746
2.5	171.34
2.55	169.8826
2.6	165.2476
2.65	156.3858
2.7	139.4128
2.75	105.0288
2.8	72.298
2.85	49.34
2.9	84.9926
2.95	103.8428
3	113.8674
3.05	124.4042
3.1	125.868
3.15	125.2926
3.2	124.2008
3.25	125.4854
3.3	126.4304
3.35	126.9426
3.4	126.825
3.45	126.3164
3.5	126.6058
3.55	127.563
3.6	128.2454
3.65	128.8402
3.7	129.3744
3.75	129.8532
3.8	130.2654
3.85	130.6436
3.9	130.9894
3.95	131.2966
4	131.5764
4.05	131.8972
4.1	132.2784
4.15	132.5422
4.2	132.7876
4.25	133.0174
4.3	133.2304
4.35	133.4294
4.4	133.6202
4.45	133.802
4.5	133.9574
4.55	134.0896
4.6	134.2082
4.65	134.3186
4.7	134.4176
4.75	134.5082
4.8	134.587
4.85	134.6342
4.9	134.6736
4.95	134.7074
5	134.735
5.05	134.7448
5.1	134.7366
5.15	134.7144
5.2	134.6848
5.25	134.6468
5.3	134.5912
5.35	134.5134
5.4	134.4238
5.45	134.3262
5.5	134.2158
5.55	134.0798
5.6	133.9352
5.65	133.7812
5.7	133.6152
5.75	133.4176
5.8	133.2132
5.85	132.9966
5.9	132.7588
5.95	132.4962
6	132.223
6.05	131.9362
6.1	131.6108
6.15	131.2702
6.2	130.9072
6.25	130.5138
6.3	130.0872
6.35	129.639
6.4	129.1688
6.45	128.669
6.5	128.1448
6.55	127.5854
6.6	126.9832
6.65	126.3408
6.7	125.6664
6.75	124.9596
6.8	124.2092
6.85	123.3956
6.9	122.5384
6.95	121.6378
7	120.665
7.05	119.6318
7.1	118.5432
7.15	117.3878
7.2	116.1402
7.25	114.8302
7.3	113.4578
7.35	111.9946
7.4	110.4664
7.45	108.8858
7.5	107.25
7.55	105.5652
7.6	103.8454
7.65	102.0986
7.7	100.3416
7.75	98.5508
7.8	96.7592
7.85	94.9794
7.9	93.1706
7.95	91.383
8	89.6052
8.05	87.8172
8.1	86.0518
8.15	84.2956
8.2	82.546
8.25	80.8112
8.3	79.0982
8.35	77.394
8.4	75.6864
8.45	74.03
8.5	72.3778
8.55	70.7288
8.6	69.117
8.65	67.5162
8.7	65.924
8.75	64.3408
8.8	62.7998
8.85	61.2612
8.9	59.7314
8.95	58.244
9	56.7622
9.05	55.2886
9.1	53.8256
9.15	52.4046
9.2	50.9854
9.25	49.578
9.3	48.2076
9.35	46.8474
9.4	45.492
9.45	44.1434
9.5	42.841
9.55	41.5418
9.6	40.2532
9.65	38.9876
9.7	37.7468
9.75	36.5076
9.8	35.272
9.85	34.0744
9.9	32.8886
9.95	31.7106
10	30.539
10.05	29.4164
10.1	28.2962
10.15	27.1776
10.2	26.067
10.25	24.989
10.3	23.9248
10.35	22.8674
10.4	21.8346
10.45	20.8016
10.5	19.7688
10.55	18.73592
10.6	17.70304
10.65	16.67018
10.7	15.6373
10.75	14.60442
10.8	13.57154
10.85	12.53866
10.9	11.50582
10.95	10.47294
11	9.44006
11.05	8.40718
11.1	7.3743
11.15	6.34144
11.2	5.30856
11.25	4.2757
11.3	3.24282
11.35	2.20994
11.4	1.177078
11.45	0.1441994
11.5	0
11.55	0
11.6	0
11.65	0
11.7	0
11.75	0
11.8	0
11.85	0
11.9	0
11.95	0
12	0
12.05	0
12.1	0
12.15	0
12.2	0
12.25	0
12.3	0
12.35	0
12.4	0
12.45	0
12.5	0
12.55	0
12.6	0
12.65	0
12.7	0
12.75	0
12.8	0
12.85	0
12.9	0
12.95	0
13	0
13.05	0
13.1	0
13.15	0
13.2	0
13.25	0
13.3	0
13.35	0
13.4	0
13.45	0
13.5	0
13.55	0
13.6	0
13.65	0
13.7	0
13.75	0
13.8	0
13.85	0
13.9	0
13.95	0
14	0
14.05	0
14.1	0
14.15	0
14.2	0
14.25	0
14.3	0
14.35	0
14.4	0
14.45	0
14.5	0
14.55	0
14.6	0
